ID,date,home_team,away_team,home_score,away_score,competition,stadium,city,country,neutral,world_cup,winner,station_id,season,avg_temp_c,min_temp_c,max_temp_c,precipitation_mm,snow_depth_mm,avg_wind_dir_deg,avg_wind_speed_kmh,peak_wind_gust_kmh,avg_sea_level_pres_hpa,sunshine_total_min
1368,1994-03-19,England,Wales,15,8,1994 Five Nations Championship,Twickenham,London,England,False,False,home_team,03772,Spring,7.6,3.0,10.6,4.1,,284.0,14.6,,1008.1,
1369,1994-06-04,Argentina,Scotland,16,15,1994 Scotland tour of Argentina,Estadio Ricardo Etcheverry,Buenos Aires,Argentina,False,False,home_team,87582,Winter,14.0,,21.0,0.0,,,,,,
1370,1994-06-04,South Africa,England,15,32,1994 England rugby union tour of South Africa,Loftus Versfeld,Pretoria,South Africa,False,False,away_team,,,,,,,,,,,,
1371,1994-06-05,Australia,Ireland,33,13,1994 Ireland tour of Australia,Ballymore Stadium,Brisbane,Australia,False,False,home_team,,,,,,,,,,,,
1372,1994-06-11,South Africa,England,27,9,1994 England rugby union tour of South Africa,Newlands,Cape Town,South Africa,False,False,home_team,68816,Winter,12.9,5.5,19.9,0.0,,,,,,
1373,1994-06-11,Argentina,Scotland,19,17,1994 Scotland tour of Argentina,Estadio Ricardo Etcheverry,Buenos Aires,Argentina,False,False,home_team,87582,Winter,16.2,14.0,19.0,,,,,,,
1374,1994-06-11,Australia,Ireland,32,18,1994 Ireland tour of Australia,Sydney Cricket Ground,Sydney,Australia,False,False,home_team,94767,Winter,11.6,7.4,16.6,0.0,,,,,,
1375,1994-06-18,Australia,Italy,23,20,1994 Italy tour of Australia,Ballymore Stadium,Brisbane,Australia,False,False,home_team,,,,,,,,,,,,
1376,1994-06-25,Australia,Italy,20,7,1994 Italy tour of Australia,Olympic Park Stadium,Melbourne,Australia,False,False,home_team,,,,,,,,,,,,
1377,1994-06-26,New Zealand,France,8,22,1994 French tour,Lancaster Park,Christchurch,New Zealand,False,False,away_team,93781,Winter,7.5,2.0,10.7,39.9,,,,,,
1378,1994-07-03,New Zealand,France,20,23,1994 French tour,Eden Park,Auckland,New Zealand,False,False,away_team,,,,,,,,,,,,
1380,1994-07-23,New Zealand,South Africa,13,9,1994 South Africa tour,Athletic Park,Wellington,New Zealand,False,False,home_team,,,,,,,,,,,,
1381,1994-08-06,New Zealand,South Africa,18,18,1994 South Africa tour,Eden Park,Auckland,New Zealand,False,False,,93110,Winter,11.6,,,0.0,,,,,,
1382,1994-08-17,Australia,New Zealand,20,16,1994 New Zealand tour of Australia,Sydney Football Stadium,Sydney,Australia,False,False,home_team,94767,Winter,12.8,6.2,16.4,0.0,,,,,,
1386,1994-11-19,Scotland,South Africa,10,34,1994 South Africa rugby union tour of Britain and Ireland,Murrayfield,Edinburgh,Scotland,False,False,away_team,03171,Autumn,10.2,7.3,12.8,,,,19.7,,1002.4,
1388,1995-01-21,France,Wales,21,9,1995 Five Nations Championship,Parc des Princes,Paris,France,False,False,home_team,07149,Winter,5.8,3.0,12.0,32.4,,,,,,
1389,1995-01-21,Ireland,England,8,20,1995 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Winter,3.3,0.2,7.0,1.4,,208.0,35.0,,985.2,
1390,1995-02-04,England,France,31,10,1995 Five Nations Championship,Twickenham,London,England,False,False,home_team,03772,Winter,9.6,6.4,13.2,0.0,,,6.5,,1025.6,
1391,1995-02-04,Scotland,Ireland,26,13,1995 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,home_team,03171,Winter,5.8,3.2,9.4,,,248.0,21.1,,1017.3,
1393,1995-02-18,France,Scotland,21,23,1995 Five Nations Championship,Parc des Princes,Paris,France,False,False,away_team,07149,Winter,7.2,4.4,10.6,0.0,,,,,,
1394,1995-03-04,Ireland,France,7,25,1995 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Spring,1.7,-3.0,6.7,2.4,,228.0,21.8,,1003.4,
1395,1995-03-04,Scotland,Wales,26,13,1995 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,home_team,03171,Spring,0.3,-4.7,5.1,,,216.0,14.9,,1000.6,
1396,1995-03-18,England,Scotland,24,12,1995 Five Nations Championship,Twickenham Stadium,London,England,False,False,home_team,03772,Spring,8.0,4.9,12.1,0.0,,246.0,21.5,,1001.4,
1398,1995-04-30,Australia,Argentina,53,7,1995 Argentina tour of Australia,Ballymore Stadium,Brisbane,Australia,False,False,home_team,,,,,,,,,,,,
1400,1995-05-06,Australia,Argentina,30,13,1995 Argentina tour of Australia,Sydney Football Stadium,Sydney,Australia,False,False,home_team,94767,Autumn,15.3,12.0,17.2,44.4,,,,,,
1401,1995-05-25,South Africa,Australia,18,27,1995 Rugby World Cup Pool match,Newlands Stadium,Cape Town,South Africa,False,True,away_team,68816,Autumn,13.6,,18.7,0.0,,,,,,
1406,1995-06-03,France,Scotland,22,19,1995 Rugby World Cup,Loftus Versfeld,Pretoria,South Africa,True,True,home_team,68263,Winter,9.2,3.3,18.1,0.0,,,,,,
1410,1995-06-11,England,Australia,25,22,1995 Rugby World Cup Quarter-final,Newlands Stadium,Cape Town,South Africa,True,True,home_team,68816,Winter,11.7,,,0.3,,,,,,
1411,1995-06-11,New Zealand,Scotland,48,30,1995 Rugby World Cup Quarter Final,Loftus Versfeld,Pretoria,South Africa,True,True,home_team,68263,Winter,11.2,3.3,20.7,0.0,,,,,,
1413,1995-06-18,New Zealand,England,45,29,1995 Rugby World Cup Semi-final,Newlands,Cape Town,South Africa,True,True,home_team,68816,Winter,12.2,5.0,23.0,0.0,,,6.4,,1024.9,
1414,1995-06-22,England,France,9,19,1995 Rugby World Cup third-place play-off,Loftus Versfeld,Pretoria,South Africa,True,True,away_team,,,,,,,,,,,,
1416,1995-07-22,New Zealand,Australia,28,16,1995 Australia tour of New Zealand,Eden Park,Auckland,New Zealand,False,False,home_team,93110,Winter,11.1,,,17.0,,,,,,
1417,1995-07-29,Australia,New Zealand,23,34,1995 New Zealand tour of Australia,Sydney Football Stadium,Sydney,Australia,False,False,away_team,94767,Winter,9.9,6.7,16.3,0.0,,279.0,21.8,,1015.0,
1419,1995-10-14,France,Italy,34,22,1st Coupe Latine de Rugby,Ferrocaril Oeste,Buenos Aires,Argentina,True,False,home_team,87582,Spring,15.2,8.0,,0.0,,,,,,
1421,1995-10-21,Argentina,France,12,47,1995 Latin Cup,Estadio Etcheverry,Buenos Aires,Argentina,False,False,away_team,87582,Spring,19.3,13.8,,190.0,,,,,,
1423,1995-11-11,France,New Zealand,22,15,1995 New Zealand tour,Stadium Municipal,Toulouse,France,False,False,home_team,07630,Autumn,17.6,16.1,19.5,0.0,,,,,,
1424,1995-11-12,Italy,South Africa,21,40,,Stadio Olimpico,Rome,Italy,False,False,away_team,16239,Autumn,18.2,11.8,20.0,0.0,,,,,,
1425,1995-11-18,France,New Zealand,12,37,1995 New Zealand tour,Parc des Princes,Paris,France,False,False,away_team,07149,Autumn,2.9,1.1,7.8,0.0,,,,,,
1426,1995-11-18,England,South Africa,14,24,,Twickenham,London,England,False,False,away_team,03772,Autumn,2.2,-2.1,7.6,0.0,,274.0,5.4,,1028.2,
1428,1996-01-20,France,England,15,12,1996 Five Nations Championship,Parc des Princes,Paris,France,False,False,home_team,07149,Winter,-0.2,-1.5,0.7,0.0,,,,,,
1429,1996-01-20,Ireland,Scotland,10,16,1996 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Winter,6.7,5.9,8.8,2.8,,121.0,28.3,,1003.3,
1430,1996-02-03,Scotland,France,19,14,1996 Five Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,home_team,03171,Winter,2.0,-0.5,4.7,,,,8.3,,,
1431,1996-02-03,England,Wales,21,15,1996 Five Nations Championship,Twickenham,London,England,False,False,home_team,03772,Winter,1.8,-1.2,5.2,,,8.0,15.0,,1018.9,
1433,1996-02-17,France,Ireland,45,10,1996 Five Nations Championship,Parc des Princes,Paris,France,False,False,home_team,07149,Winter,7.7,6.1,9.8,0.4,,,,,,
1434,1996-03-02,Scotland,England,9,18,1996 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team,03171,Spring,6.7,1.4,10.9,0.0,,,7.1,,1030.3,
1435,1996-03-02,Ireland,Wales,30,17,1996 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team,03969,Spring,6.7,2.8,9.2,0.0,,334.0,16.7,,1033.9,
1437,1996-03-16,England,Ireland,28,15,1996 Five Nations Championship,Twickenham,London,England,False,False,home_team,03772,Spring,5.6,4.1,6.9,1.0,,10.0,6.0,,1009.8,
1438,1996-06-09,Australia,Wales,56,25,1996 Wales tour of Australia,Ballymore Stadium,Brisbane,Australia,False,False,home_team,,,,,,,,,,,,
1440,1996-06-22,Argentina,France,27,34,1996 France tour of Argentina,Estadio Etcheverry,Buenos Aires,Argentina,False,False,away_team,87582,Winter,10.5,3.8,15.5,0.0,,249.0,12.5,,1021.4,
1441,1996-06-22,Australia,Wales,42,3,1996 Wales tour of Australia,Sydney Football Stadium,Sydney,Australia,False,False,home_team,94767,Winter,15.2,8.3,18.7,0.0,,,,,,
1442,1996-06-22,New Zealand,Scotland,36,12,1996 Scotland rugby union tour of New Zealand,Eden Park,Auckland,New Zealand,False,False,home_team,93110,Winter,14.4,,,10.9,,,,,,
1443,1996-06-29,Argentina,France,15,34,1996 France tour of Argentina,Estadio Etcheverry,Buenos Aires,Argentina,False,False,away_team,87582,Winter,5.2,2.0,,,,,,,,
1444,1996-07-06,New Zealand,Australia,43,6,1996 Tri Nations Series,Athletic Park,Wellington,New Zealand,False,False,home_team,93439,Winter,9.1,,,18.0,,,,,,
1445,1996-07-13,Australia,South Africa,21,16,1996 Tri Nations Series,Sydney Football Stadium,Sydney,Australia,False,False,home_team,94767,Winter,10.9,7.4,14.4,0.0,,,,,,
1446,1996-07-20,New Zealand,South Africa,15,11,1996 Tri Nations Series,Lancaster Park,Christchurch,New Zealand,False,False,home_team,93781,Winter,7.6,5.3,14.4,0.0,,,,,,
1447,1996-07-27,Australia,New Zealand,25,32,1996 Tri Nations Series,Lang Park,Brisbane,Australia,False,False,away_team,,,,,,,,,,,,
1448,1996-08-03,South Africa,Australia,25,19,1996 Tri Nations Series,Free State Stadium,Bloemfontein,South Africa,False,False,home_team,68442,Winter,5.1,-4.9,15.2,0.0,,,,,,
1449,1996-08-10,South Africa,New Zealand,18,29,1996 Tri Nations Series,Newlands,Cape Town,South Africa,False,False,away_team,68816,Winter,11.2,6.7,16.4,18.3,,,14.3,,1020.9,
1451,1996-08-24,South Africa,New Zealand,26,33,1996 New Zealand tour,Loftus Versfeld Stadium,Pretoria,South Africa,False,False,away_team,68263,Winter,12.3,3.6,20.0,0.0,,,,,,
1454,1996-10-05,Italy,Wales,22,31,,Stadio Olimpico,Rome,Italy,False,False,away_team,16239,Autumn,16.6,13.8,21.8,0.0,,,6.8,,,
1456,1996-11-09,Scotland,Australia,19,29,"1996 Australia tour of Great Britain, Ireland and Italy",Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team,03171,Autumn,2.7,-2.2,6.9,,,,11.1,,1016.9,
1457,1996-11-09,Argentina,South Africa,15,46,1996 South Africa tour of Argentina and Europe,FC Oeste,Buenos Aires,Argentina,False,False,away_team,87582,Spring,17.8,16.5,19.8,2.0,,,,,,
1458,1996-11-16,Argentina,South Africa,21,44,1996 South Africa tour of Argentina and Europe,FC Oeste,Buenos Aires,Argentina,False,False,away_team,87582,Spring,19.3,,28.7,0.0,,,,,,
1459,1996-11-23,Ireland,Australia,12,22,"1996 Australia tour of Great Britain, Ireland and Italy",Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Autumn,0.1,-2.2,5.3,8.6,,267.0,11.6,,1016.5,
1460,1996-11-23,England,Italy,54,21,The Save & Prosper International,Twickenham,London,England,False,False,home_team,03772,Autumn,2.9,0.6,6.5,0.0,,275.0,8.8,,1013.5,
1461,1996-11-30,France,South Africa,12,22,1996 South Africa rugby union tour of Argentina and Europe,Parc Lescure,Bordeaux,France,False,False,away_team,07510,Autumn,13.2,11.9,14.1,5.6,,,,,,
1463,1996-12-07,France,South Africa,12,13,1996 South Africa rugby union tour of Argentina and Europe,Parc des Princes,Paris,France,False,False,away_team,07149,Winter,4.8,1.9,9.4,0.0,,,,,,
1464,1996-12-14,England,Argentina,20,18,1996 Argentina tour of England,Twickenham,London,England,False,False,home_team,03772,Winter,1.2,-3.3,5.2,,,250.0,8.2,,1011.4,
1465,1996-12-14,Scotland,Italy,29,22,,Murrayfield,Edinburgh,Scotland,False,False,home_team,03171,Winter,5.2,-2.1,8.6,,,244.0,26.0,,998.2,
1467,1997-01-04,Ireland,Italy,29,37,,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Winter,1.6,-0.3,3.5,0.1,10.0,72.0,11.4,,1017.3,
1468,1997-01-18,Scotland,Wales,19,34,1997 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team,03171,Winter,4.3,0.6,7.7,0.5,,,9.3,,1007.4,
1469,1997-01-18,Ireland,France,15,32,1997 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Winter,7.3,2.8,11.6,0.0,,150.0,8.9,,1006.4,
1470,1997-02-01,England,Scotland,41,13,1997 Five Nations Championship,Twickenham Stadium,London,England,False,False,home_team,03772,Winter,4.9,3.6,6.9,,,130.0,17.1,,,
1472,1997-02-15,France,Wales,27,22,1997 Five Nations Championship,Parc des Princes,Paris,France,False,False,home_team,07149,Winter,5.2,2.6,9.0,0.0,,,,,,
1473,1997-02-15,Ireland,England,6,46,1997 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Winter,4.2,-1.1,10.7,2.4,,216.0,9.8,,1016.9,
1474,1997-03-01,Scotland,Ireland,38,10,1997 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,home_team,03171,Spring,7.9,3.9,10.5,3.0,,218.0,48.1,,1000.9,
1475,1997-03-01,England,France,20,23,1997 Five Nations Championship,Twickenham,London,England,False,False,away_team,03772,Spring,8.9,4.4,12.1,0.0,,205.0,20.2,,,
1476,1997-03-15,France,Scotland,47,20,1997 Five Nations Championship,Parc des Princes,Paris,France,False,False,home_team,07149,Spring,8.8,3.7,12.9,0.0,,,,,,
1479,1997-05-31,Argentina,England,20,46,1997 England tour of Argentina and Australia,Ferrocarril Stadium,Buenos Aires,Argentina,False,False,away_team,87582,Autumn,14.5,13.1,17.5,0.0,,,,,,
1480,1997-06-07,Argentina,England,33,13,1997 England tour of Argentina and Australia,Ferrocarril Stadium,Buenos Aires,Argentina,False,False,home_team,87582,Winter,10.9,7.5,,0.0,,,,,,
1481,1997-06-21,New Zealand,Argentina,93,8,1997 Argentina tour of New Zealand,Athletic Park,Wellington,New Zealand,False,False,home_team,93439,Winter,9.9,,,0.0,,,,,,
1482,1997-06-21,Australia,France,29,15,1997 France tour of Romania and Australia,Sydney Football Stadium,Sydney,Australia,False,False,home_team,94767,Winter,12.5,7.1,17.8,0.0,,,,,,
1483,1997-06-28,Australia,France,26,19,1997 France tour of Romania and Australia,Ballymore Stadium,Brisbane,Australia,False,False,home_team,,,,,,,,,,,,
1484,1997-06-28,New Zealand,Argentina,62,10,1997 Argentina tour of New Zealand,Rugby Park,Hamilton,New Zealand,False,False,home_team,93119,Winter,7.5,3.5,14.1,,,,,,,
1485,1997-07-05,New Zealand,Australia,30,13,1997 Bledisloe Cup I,Lancaster Park,Christchurch,New Zealand,False,False,home_team,93781,Winter,2.2,1.2,12.3,0.0,,,,,,
1486,1997-07-12,Australia,England,25,6,1997 England tour of Argentina and Australia,Sydney Football Stadium,Sydney,Australia,False,False,home_team,94767,Winter,11.8,5.6,14.8,0.0,,,,,,
1488,1997-07-26,Australia,New Zealand,18,33,1997 Tri Nations Series,Melbourne Cricket Ground,Melbourne,Australia,False,False,away_team,,,,,,,,,,,,
1489,1997-08-02,Australia,South Africa,32,20,1997 Tri Nations Series,Lang Park,Brisbane,Australia,False,False,home_team,,,,,,,,,,,,
1490,1997-08-09,New Zealand,South Africa,55,35,1997 Tri Nations Series,Eden Park,Auckland,New Zealand,False,False,home_team,93110,Winter,11.8,,,0.0,,,,,,
1492,1997-08-23,South Africa,Australia,61,22,1997 Tri Nations Series,Loftus Versfeld Stadium,Pretoria,South Africa,False,False,home_team,,,,,,,,,,,,
1496,1997-11-01,Argentina,Australia,15,23,1997 Australia tour of Argentina and Great Britain,Estadio Ricardo Etcheverry,Buenos Aires,Argentina,False,False,away_team,87582,Spring,15.5,,,,,,,,,
1497,1997-11-08,Argentina,Australia,18,16,1997 Australia tour of Argentina and Great Britain,Estadio Ricardo Etcheverry,Buenos Aires,Argentina,False,False,home_team,87582,Spring,23.6,,,0.0,,,,,,
1499,1997-11-15,France,South Africa,32,36,1997 South Africa rugby union tour of Europe,Stade de Gerland,Lyon,France,False,False,away_team,07480,Autumn,4.9,-0.7,11.2,0.0,,,,,,
1500,1997-11-15,England,Australia,15,15,1997 Autumn International,Twickenham Stadium,London,England,False,False,,03772,Autumn,13.7,11.2,14.9,2.5,,184.0,7.6,,1011.8,
1501,1997-11-15,Ireland,New Zealand,15,63,1997 New Zealand rugby union tour of Britain and Ireland,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Autumn,11.6,3.4,17.3,0.5,,,,,,
1502,1997-11-22,France,South Africa,10,52,1997 South Africa rugby union tour of Europe,Parc des Princes,Paris,France,False,False,away_team,07149,Autumn,7.8,6.9,10.7,0.0,,,,,,
1504,1997-11-22,Scotland,Australia,8,37,1997 Australia tour of Argentina and Great Britain,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team,03171,Autumn,5.2,0.9,8.6,0.0,,,4.2,,1012.2,
1505,1997-11-29,Wales,New Zealand,7,42,1997 New Zealand tour of Great Britain and Ireland,Wembley Stadium,London,England,True,False,away_team,03772,Autumn,9.6,,12.1,,,,,,,
1506,1997-11-29,England,South Africa,11,29,1997 South Africa rugby union tour of Europe,Twickenham,London,England,False,False,away_team,03772,Autumn,9.6,,12.1,,,,,,,
1507,1997-12-06,Scotland,South Africa,10,68,1997 South Africa rugby union tour of Europe,Murrayfield,Edinburgh,Scotland,False,False,away_team,03171,Winter,10.9,7.8,13.2,,,234.0,31.8,,1003.6,
1508,1997-12-06,England,New Zealand,26,26,1997 New Zealand rugby union tour of Britain and Ireland,Twickenham,London,England,False,False,,03772,Winter,8.1,3.0,11.2,0.0,,211.0,13.2,,1019.4,
1511,1998-02-07,Ireland,Scotland,16,17,1998 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Winter,4.1,0.8,11.4,1.4,,,,,,
1512,1998-02-07,France,England,24,17,1998 Five Nations Championship,Stade de France,Saint-Denis,France,False,False,home_team,07149,Winter,2.0,-1.0,8.4,0.8,,,,,,
1514,1998-02-21,Scotland,France,16,51,1998 Five Nations Championship,Murrayfield,Edinburgh,Scotland,False,False,away_team,03171,Winter,7.1,3.2,10.3,,,236.0,23.6,,999.8,
1515,1998-02-21,England,Wales,60,26,1998 Five Nations Championship,Twickenham,London,England,False,False,home_team,03772,Winter,10.3,7.2,12.4,,,204.0,14.5,,,
1516,1998-03-07,France,Ireland,18,16,1998 Five Nations Championship,Stade de France,Saint-Denis,France,False,False,home_team,07149,Spring,10.4,9.2,15.2,3.2,,,,,,
1517,1998-03-07,Wales,Scotland,19,13,1998 Five Nations Championship,Wembley Stadium,London,England,True,False,home_team,03772,Spring,10.8,8.3,13.1,4.1,,240.0,24.2,,1003.6,
1518,1998-03-21,Ireland,Wales,21,30,1998 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Spring,7.7,7.0,10.0,0.0,,,,,,
1519,1998-03-22,Scotland,England,20,34,1998 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,away_team,03171,Spring,7.6,6.4,8.8,0.0,,,4.8,,1036.8,
1520,1998-04-04,England,Ireland,35,17,1998 Five Nations Championship,Twickenham,London,England,False,False,home_team,03772,Spring,10.9,8.7,14.4,5.1,,199.0,29.9,,,
1521,1998-04-05,Wales,France,0,51,1998 Five Nations Championship,Wembley Stadium,London,England,True,False,away_team,03772,Spring,10.1,7.9,14.4,5.1,,207.0,22.7,,993.6,
1522,1998-06-06,Australia,England,76,0,"1998 England tour of Australia, New Zealand and South Africa",Lang Park,Brisbane,Australia,False,False,home_team,,,,,,,,,,,,
1523,1998-06-13,Argentina,France,18,35,1998 France tour of Argentina and Fiji,José Amalfitani Stadium,Buenos Aires,Argentina,False,False,away_team,87582,Winter,10.9,,,,,,,,,
1524,1998-06-13,Australia,Scotland,45,3,1998 Scotland tour of Australia and Fiji,Sydney Football Stadium,Sydney,Australia,False,False,home_team,94767,Winter,14.4,10.0,18.5,0.0,,,,,,
1525,1998-06-13,South Africa,Ireland,37,13,1998 Ireland rugby union tour of South Africa,Vodacom Park,Bloemfontein,South Africa,False,False,home_team,68442,Winter,7.4,-5.1,,0.0,,,,,,
1527,1998-06-20,Argentina,France,12,37,1998 France tour of Argentina and Fiji,José Amalfitani Stadium,Buenos Aires,Argentina,False,False,away_team,87582,Winter,11.0,,,,,,,,,
1528,1998-06-20,Australia,Scotland,33,11,1998 Scotland tour of Australia and Fiji,Lang Park,Brisbane,Australia,False,False,home_team,,,,,,,,,,,,
1529,1998-06-20,South Africa,Ireland,33,0,1998 Ireland rugby union tour of South Africa,Loftus Versfeld,Pretoria,South Africa,False,False,home_team,68263,Winter,15.6,,,0.0,,,,,,
1530,1998-06-27,South Africa,Wales,96,13,1998 Wales tour of Zimbabwe and South Africa,Loftus Versfeld,Pretoria,South Africa,False,False,home_team,68263,Winter,15.8,6.9,23.5,0.0,,,,,,
1531,1998-06-27,New Zealand,England,40,10,1998 England rugby union tour of Australasia and South Africa,Eden Park,Auckland,New Zealand,False,False,home_team,93110,Winter,11.4,,,,,,,,,
1532,1998-07-04,South Africa,England,18,0,1998 England rugby union tour of Australasia and South Africa,Newlands,Cape Town,South Africa,False,False,home_team,68816,Winter,11.2,8.3,14.8,2.3,,,,,,
1533,1998-07-11,Australia,New Zealand,24,16,1998 Tri Nations Series,Melbourne Cricket Ground,Melbourne,Australia,False,False,home_team,,,,,,,,,,,,
1534,1998-07-18,Australia,South Africa,13,14,1998 Tri Nations Series,Subiaco Oval,Perth,Australia,False,False,away_team,94614,Winter,,11.6,17.6,13.0,,,,,,
1535,1998-07-25,New Zealand,South Africa,3,13,1998 Tri Nations Series,Athletic Park,Wellington,New Zealand,False,False,away_team,93439,Winter,9.4,,,0.0,,,,,,
1536,1998-08-01,New Zealand,Australia,23,27,1998 Tri Nations Series,Lancaster Park,Christchurch,New Zealand,False,False,away_team,93781,Winter,10.0,6.1,11.0,0.0,,,,,,
1539,1998-08-29,Australia,New Zealand,19,14,1998 Bledisloe Cup III,Sydney Football Stadium,Sydney,Australia,False,False,home_team,94767,Winter,13.7,9.3,19.2,0.0,,,9.0,,1028.8,
1541,1998-11-14,Wales,South Africa,20,28,1998 South Africa tour of Great Britain and Ireland,Wembley Stadium,London,England,True,False,away_team,03772,Autumn,6.3,,8.9,9.9,,,,,,
1542,1998-11-14,France,Argentina,34,14,1998 Argentina tour of Japan and Europe,Stade de la Beaujoire,Nantes,France,False,False,home_team,07222,Autumn,8.7,7.5,12.4,0.4,,,,,,
1543,1998-11-21,Scotland,South Africa,10,35,1998 South Africa rugby union tour of Britain and Ireland,Murrayfield,Edinburgh,Scotland,False,False,away_team,03171,Autumn,10.9,5.8,12.5,0.0,,222.0,38.1,,1017.6,
1544,1998-11-21,France,Australia,21,32,1998 Australia tour of France and England,Stade de France,Saint-Denis,France,False,False,away_team,07149,Autumn,-1.5,-5.8,3.0,0.0,,,,,,
1547,1998-11-28,Ireland,South Africa,13,27,1998 South Africa rugby union tour of Britain and Ireland,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Autumn,6.9,5.2,8.0,0.0,,241.0,23.9,,1010.1,
1548,1998-11-28,England,Australia,11,12,1998 Autumn International,Twickenham Stadium,London,England,False,False,away_team,03772,Autumn,9.3,,12.5,3.0,,,,,,
1549,1998-12-05,England,South Africa,13,7,1998 South Africa rugby union tour of Britain and Ireland,Twickenham,London,England,False,False,home_team,03772,Winter,1.2,-2.8,5.7,,,295.0,11.0,,1016.4,
1550,1999-02-06,Scotland,Wales,33,20,1999 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,home_team,03171,Winter,2.7,0.1,7.3,0.5,,272.0,14.0,,,
1551,1999-02-06,Ireland,France,9,10,1999 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Winter,5.8,4.2,8.3,4.6,,273.0,25.2,,1017.0,
1552,1999-02-20,Wales,Ireland,23,29,1999 Five Nations Championship,Wembley Stadium,London,England,True,False,away_team,03772,Winter,7.6,4.6,10.2,0.5,,265.0,10.2,,1016.3,
1553,1999-02-20,England,Scotland,24,21,1999 Five Nations Championship,Twickenham Stadium,London,England,False,False,home_team,03772,Winter,7.6,4.6,10.2,0.5,,265.0,10.2,,1016.3,
1554,1999-03-06,France,Wales,33,34,1999 Five Nations Championship,Stade de France,Paris,France,False,False,away_team,07149,Spring,3.2,1.5,6.4,0.4,,,,,,
1555,1999-03-06,Ireland,England,15,27,1999 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Spring,3.1,-0.9,7.8,0.0,,,,,,
1556,1999-03-06,Scotland,Italy,30,12,,Murrayfield,Edinburgh,Scotland,False,False,home_team,03171,Spring,4.1,-1.9,7.3,1.3,,336.0,14.3,,1002.5,
1557,1999-03-20,England,France,21,10,1999 Five Nations Championship,Twickenham,London,England,False,False,home_team,03772,Spring,7.4,2.9,11.3,0.0,,268.0,7.2,,1026.4,
1559,1999-03-20,Scotland,Ireland,30,13,1999 Five Nations Championship,Murrayfield Stadium,Edinburgh,Scotland,False,False,home_team,03171,Spring,7.7,4.8,10.9,0.8,,242.0,26.7,,1018.4,
1560,1999-04-10,Ireland,Italy,39,30,,Lansdowne Road,Dublin,Ireland,False,False,home_team,03969,Spring,8.8,7.5,12.9,0.7,,253.0,31.5,,1015.2,
1561,1999-04-10,France,Scotland,22,36,1999 Five Nations Championship,Stade de France,Saint-Denis,France,False,False,away_team,07149,Spring,11.2,7.5,16.0,0.2,,286.0,12.9,,1021.2,
1562,1999-04-11,England,Wales,32,31,1999 Five Nations Championship,Wembley Stadium,London,England,False,False,home_team,03772,Spring,9.2,3.7,14.4,0.0,,262.0,15.3,,1017.7,
1563,1999-06-05,Argentina,Wales,26,36,1999 Wales tour of Argentina,Ferrocaril Oeste,Buenos Aires,Argentina,False,False,away_team,87582,Winter,9.4,6.0,13.0,,,260.0,6.7,,,
1564,1999-06-12,Argentina,Wales,16,23,1999 Wales tour of Argentina,Ferrocaril Oeste,Buenos Aires,Argentina,False,False,away_team,87582,Winter,12.0,8.2,17.8,,,,,,,
1566,1999-06-12,Australia,Ireland,46,10,1999 Ireland tour of Australia,Ballymore Stadium,Brisbane,Australia,False,False,home_team,,,,,,,,,,,,
1568,1999-06-19,Australia,Ireland,32,26,1999 Ireland tour of Australia,Subiaco Oval,Perth,Australia,False,False,home_team,94614,Winter,,15.1,20.3,2.0,,,,,,
1569,1999-06-26,Australia,England,22,15,1999 England tour of Australia,Stadium Australia,Sydney,Australia,False,False,home_team,94767,Winter,15.3,11.4,17.6,10.2,,,,,,
1571,1999-06-26,New Zealand,France,54,7,1999 French tour,Athletic Park,Wellington,New Zealand,False,False,home_team,93439,Winter,9.5,,,,,,,,,
