ID,date,home_team,away_team,home_score,away_score,competition,stadium,city,country,neutral,world_cup,winner,station_id,season,avg_temp_c,min_temp_c,max_temp_c,precipitation_mm,snow_depth_mm,avg_wind_dir_deg,avg_wind_speed_kmh,peak_wind_gust_kmh,avg_sea_level_pres_hpa,sunshine_total_min
1,1871-03-27,Scotland,England,1,0,1871 Scotland v England International,Raeburn Place,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
2,1872-02-05,England,Scotland,2,1,1871–72 Home Nations International,The Oval,London,England,False,False,home_team,,,,,,,,,,,,
4,1874-02-23,England,Scotland,1,0,1873–74 Home Nations International,The Oval,London,England,False,False,home_team,,,,,,,,,,,,
5,1875-02-15,England,Ireland,2,0,1874–75 Home Nations rugby union matches,The Oval,London,England,False,False,home_team,,,,,,,,,,,,
6,1875-03-08,Scotland,England,0,0,1874–75 Home Nations International,Raeburn Place,Edinburgh,Scotland,False,False,,,,,,,,,,,,,
7,1875-12-13,Ireland,England,0,1,1875–76 Home Nations rugby union matches,Rathmines,Dublin,Ireland,False,False,away_team,03969,Winter,,-0.2,8.6,0.0,,,,,,
8,1876-03-06,England,Scotland,1,0,1875–76 Home Nations International,The Oval,London,England,False,False,home_team,,,,,,,,,,,,
9,1877-02-05,England,Ireland,2,0,1876–77 Home Nations rugby union matches,The Oval,London,England,False,False,home_team,,,,,,,,,,,,
10,1877-02-19,Ireland,Scotland,0,6,1876–77 Home Nations rugby union matches,Ormeau Cricket Ground,Belfast,Ireland,False,False,away_team,,,,,,,,,,,,
11,1877-03-05,Scotland,England,1,0,1876–77 Home Nations International,Raeburn Place,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
12,1878-03-04,England,Scotland,0,0,1877–78 Home Nations International,The Oval,London,England,False,False,,,,,,,,,,,,,
13,1878-03-11,Ireland,England,0,2,1877–78 Home Nations rugby union matches,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Spring,,6.1,12.2,2.5,,,,,,
14,1879-02-17,Ireland,Scotland,0,2,1878–79 Home Nations rugby union matches,Ormeau Cricket Ground,Belfast,Ireland,False,False,away_team,,,,,,,,,,,,
15,1879-03-10,Scotland,England,1,1,1878–79 Home Nations International,Raeburn Place,Edinburgh,Scotland,False,False,,,,,,,,,,,,,
16,1879-03-24,England,Ireland,3,0,1878–79 Home Nations rugby union matches,The Oval,London,England,False,False,home_team,,,,,,,,,,,,
17,1880-01-30,Ireland,England,0,1,1879–80 Home Nations rugby union matches,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Winter,,8.0,10.4,2.9,,,,,,
21,1881-02-19,Ireland,Scotland,1,0,1880–81 Home Nations rugby union matches,Ormeau Cricket Ground,Belfast,Ireland,False,False,home_team,,,,,,,,,,,,
23,1881-03-19,Scotland,England,1,1,1880–81 Home Nations International,Raeburn Place,Edinburgh,Scotland,False,False,,,,,,,,,,,,,
24,1882-01-28,Ireland,Wales,0,2,1881–82 Home Nations rugby union matches,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Winter,,2.1,11.3,0.4,,,,,,
25,1882-02-06,Ireland,England,0,0,1881–82 Home Nations rugby union matches,Lansdowne Road,Dublin,Ireland,False,False,,03969,Winter,,2.1,7.9,0.0,,,,,,
29,1883-01-08,Scotland,Wales,3,1,1883 Home Nations Championship,Raeburn Place,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
31,1883-02-17,Ireland,Scotland,0,1,1883 Home Nations Championship,Ormeau Cricket Ground,Belfast,Ireland,False,False,away_team,,,,,,,,,,,,
32,1883-03-03,Scotland,England,0,1,1883 Home Nations Championship,Raeburn Place,Edinburgh,Scotland,False,False,away_team,,,,,,,,,,,,
35,1884-02-04,Ireland,England,0,1,1884 Home Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Winter,,7.4,10.3,0.0,,,,,,
42,1885-03-07,Scotland,Ireland,1,0,1885 Home Nations Championship,Raeburn Place,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
45,1886-02-06,Ireland,England,0,1,1886 Home Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Winter,,0.2,3.2,6.7,,,,,,
46,1886-02-20,Scotland,Ireland,4,0,1886 Home Nations Championship,Raeburn Place,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
47,1886-03-13,Scotland,England,0,0,1886 Home Nations Championship,Raeburn Place,Edinburgh,Scotland,False,False,,,,,,,,,,,,,
49,1887-02-05,Ireland,England,2,0,1887 Home Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team,03969,Winter,,-0.1,10.3,0.5,,,,,,
50,1887-02-19,Ireland,Scotland,0,2,1887 Home Nations Championship,Ormeau Cricket Ground,Belfast,Ireland,False,False,away_team,,,,,,,,,,,,
51,1887-02-26,Scotland,Wales,4,0,1887 Home Nations Championship,Raeburn Place,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
55,1888-03-03,Ireland,Wales,2,0,1888 Home Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team,03969,Spring,,0.3,4.1,0.1,,,,,,
56,1888-03-10,Scotland,Ireland,1,0,1888 Home Nations Championship,Raeburn Place,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
57,1889-02-02,Scotland,Wales,1,0,1889 Home Nations Championship,Raeburn Place,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
58,1889-02-16,Ireland,Scotland,0,1,1889 Home Nations Championship,Ormeau Cricket Ground,Belfast,Ireland,False,False,away_team,,,,,,,,,,,,
62,1890-02-22,Scotland,Ireland,5,0,1890 Home Nations Championship,Raeburn Place,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
63,1890-03-01,Ireland,Wales,3,3,1890 Home Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,,03969,Spring,,0.0,5.5,0.8,,,,,,
64,1890-03-01,Scotland,England,0,6,1890 Home Nations Championship,Raeburn Place,Edinburgh,Scotland,False,False,away_team,,,,,,,,,,,,
67,1891-02-07,Scotland,Wales,15,0,1891 Home Nations Championship,Raeburn Place,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
68,1891-02-07,Ireland,England,0,9,1891 Home Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Winter,,5.6,8.0,0.3,,,,,,
69,1891-02-21,Ireland,Scotland,0,14,1891 Home Nations Championship,Ormeau Cricket Ground,Belfast,Ireland,False,False,away_team,,,,,,,,,,,,
71,1891-03-07,England,Scotland,3,9,1891 Home Nations Championship,Athletic Ground,Richmond,England,False,False,away_team,,,,,,,,,,,,
75,1892-02-20,Scotland,Ireland,2,0,1892 Home Nations Championship,Raeburn Place,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
76,1892-03-05,Ireland,Wales,9,0,1892 Home Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team,03969,Spring,,-0.4,3.4,0.0,,,,,,
77,1892-03-06,Scotland,England,0,5,1892 Home Nations Championship,Raeburn Place,Edinburgh,Scotland,False,False,away_team,,,,,,,,,,,,
79,1893-02-04,Scotland,Wales,0,9,1893 Home Nations Championship,Raeburn Place,Edinburgh,Scotland,False,False,away_team,,,,,,,,,,,,
80,1893-02-04,Ireland,England,0,4,1893 Home Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Winter,,3.7,10.4,0.0,,,,,,
81,1893-02-18,Ireland,Scotland,0,0,1893 Home Nations Championship,Ormeau Cricket Ground,Belfast,Ireland,False,False,,,,,,,,,,,,,
87,1894-02-24,Ireland,Scotland,5,0,1894 Home Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team,03969,Winter,,1.5,6.4,4.6,,,,,,
88,1894-03-10,Ireland,Wales,3,0,1894 Home Nations Championship,Ulster Cricket Ground,Belfast,Ireland,False,False,home_team,,,,,,,,,,,,
89,1894-03-17,Scotland,England,6,0,1894 Home Nations Championship,Raeburn Place,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
91,1895-01-26,Scotland,Wales,5,4,1895 Home Nations Championship,Raeburn Place,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
92,1895-02-02,Ireland,England,3,6,1895 Home Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Winter,,0.7,3.5,1.8,,,,,,
93,1895-03-02,Scotland,Ireland,6,0,1895 Home Nations Championship,Raeburn Place,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
94,1895-03-09,England,Scotland,3,6,1895 Home Nations Championship,Athletic Ground,Richmond,England,False,False,away_team,,,,,,,,,,,,
99,1896-02-15,Ireland,Scotland,0,0,1896 Home Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,,03969,Winter,,1.0,5.4,0.0,,,,,,
101,1896-03-17,Ireland,Wales,8,4,1896 Home Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team,03969,Spring,,2.3,10.6,14.5,,,,,,
103,1897-02-06,Ireland,England,13,9,1897 Home Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team,03969,Winter,,1.6,6.3,1.0,,,,,,
104,1897-02-20,Scotland,Ireland,8,3,1897 Home Nations Championship,Powderhall Stadium,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
106,1898-02-05,England,Ireland,6,9,1898 Home Nations Championship,Athletic Ground,Richmond,England,False,False,away_team,,,,,,,,,,,,
107,1898-02-19,Ireland,Scotland,0,8,1898 Home Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Winter,,-0.1,6.3,0.8,,,,,,
108,1898-03-12,Scotland,England,3,3,1898 Home Nations Championship,Powderhall,Edinburgh,Scotland,False,False,,,,,,,,,,,,,
112,1899-02-04,Ireland,England,6,0,1899 Home Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team,03969,Winter,,-0.3,6.3,0.5,,,,,,
113,1899-02-18,Scotland,Ireland,3,9,1899 Home Nations Championship,Inverleith,Edinburgh,Scotland,False,False,away_team,,,,,,,,,,,,
114,1899-03-04,Scotland,Wales,21,10,1899 Home Nations Championship,Inverleith,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
119,1900-02-03,England,Ireland,15,4,1900 Home Nations Championship,Athletic Ground,Richmond,England,False,False,home_team,,,,,,,,,,,,
120,1900-02-24,Ireland,Scotland,0,0,1900 Home Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,,03969,Winter,,6.1,13.6,0.0,,,,,,
121,1900-03-10,Scotland,England,0,0,1900 Home Nations Championship,Inverleith,Edinburgh,Scotland,False,False,,,,,,,,,,,,,
124,1901-02-09,Scotland,Wales,18,8,1901 Home Nations Championship,Inverleith,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
125,1901-02-09,Ireland,England,10,6,1901 Home Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team,03969,Winter,,3.6,6.7,0.3,,,,,,
126,1901-02-23,Scotland,Ireland,9,5,1901 Home Nations Championship,Inverleith,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
132,1902-02-22,Ireland,Scotland,5,0,1902 Home Nations Championship,Balmoral Showgrounds,Belfast,Ireland,False,False,home_team,,,,,,,,,,,,
133,1902-03-06,Ireland,Wales,0,15,1902 Home Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Spring,,0.0,11.0,0.0,,,,,,
134,1902-03-15,Scotland,England,3,6,1902 Home Nations Championship,Inverleith,Edinburgh,Scotland,False,False,away_team,,,,,,,,,,,,
136,1903-02-07,Scotland,Wales,6,0,1903 Home Nations Championship,Inverleith,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
137,1903-02-14,Ireland,England,6,0,1903 Home Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team,03969,Winter,,5.7,9.1,0.1,,,,,,
138,1903-02-28,Scotland,Ireland,3,0,1903 Home Nations Championship,Inverleith,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
140,1903-03-21,England,Scotland,6,10,1903 Home Nations Championship,Athletic Ground,Richmond,England,False,False,away_team,,,,,,,,,,,,
141,1903-08-15,Australia,New Zealand,3,22,1903 New Zealand tour of Australia,Sydney Cricket Ground,Sydney,Australia,False,False,away_team,,,,,,,,,,,,
145,1904-02-27,Ireland,Scotland,3,19,1904 Home Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Winter,,0.0,6.1,0.0,,,,,,
147,1904-03-19,Scotland,England,6,3,1904 Home Nations Championship,Inverleith,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
149,1905-02-04,Scotland,Wales,3,6,1905 Home Nations Championship,Inverleith,Edinburgh,Scotland,False,False,away_team,,,,,,,,,,,,
151,1905-02-25,Scotland,Ireland,5,11,1905 Home Nations Championship,Inverleith,Edinburgh,Scotland,False,False,away_team,,,,,,,,,,,,
153,1905-03-18,England,Scotland,0,8,1905 Home Nations Championship,Athletic Ground,Richmond,England,False,False,away_team,,,,,,,,,,,,
155,1905-11-18,Scotland,New Zealand,7,12,1905-06 New Zealand tour,Inverleith,Edinburgh,Scotland,False,False,away_team,,,,,,,,,,,,
156,1905-11-25,Ireland,New Zealand,0,15,The Original All Blacks,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Autumn,,3.3,9.9,2.2,,,,,,
157,1905-12-02,England,New Zealand,0,15,The Original All Blacks tour,Crystal Palace,London,England,False,False,away_team,,,,,,,,,,,,
159,1906-01-01,France,New Zealand,8,38,The Original All Blacks,Parc des Princes,Paris,France,False,False,away_team,,,,,,,,,,,,
160,1906-01-13,England,Wales,3,16,1906 Home Nations Championship,Athletic Ground,Richmond,England,False,False,away_team,,,,,,,,,,,,
163,1906-02-24,Ireland,Scotland,6,13,1906 Home Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Winter,,-0.2,8.2,0.6,,,,,,
165,1906-03-17,Scotland,England,3,9,1906 Home Nations Championship,Inverleith,Edinburgh,Scotland,False,False,away_team,,,,,,,,,,,,
166,1906-03-22,France,England,8,35,,Parc des Princes,Paris,France,False,False,away_team,,,,,,,,,,,,
168,1906-11-24,Ireland,South Africa,12,15,1906–07 South Africa rugby union tour of Europe,Balmoral Showgrounds,Belfast,Ireland,False,False,away_team,,,,,,,,,,,,
170,1906-12-08,England,South Africa,3,3,1906-07 South Africa rugby union tour of Europe,Crystal Palace,London,England,False,False,,,,,,,,,,,,,
171,1907-01-05,England,France,41,13,,Athletic Ground,Richmond,England,False,False,home_team,,,,,,,,,,,,
173,1907-02-02,Scotland,Wales,6,3,1907 Home Nations Championship,Inverleith,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
174,1907-02-09,Ireland,England,17,9,1907 Home Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team,03969,Winter,,2.3,8.4,0.2,,,,,,
175,1907-02-23,Scotland,Ireland,15,3,1907 Home Nations Championship,Inverleith,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
178,1907-07-20,Australia,New Zealand,6,26,1907 New Zealand tour of Australia,Sydney Cricket Ground,Sydney,Australia,False,False,away_team,,,,,,,,,,,,
179,1907-08-03,Australia,New Zealand,5,14,1907 New Zealand tour of Australia,Brisbane Cricket Ground,Brisbane,Australia,False,False,away_team,,,,,,,,,,,,
180,1907-08-10,Australia,New Zealand,5,5,1907 New Zealand tour of Australia,Sydney Cricket Ground,Sydney,Australia,False,False,,,,,,,,,,,,,
184,1908-02-08,England,Ireland,13,3,1908 Home Nations Championship,Athletic Ground,Richmond,England,False,False,home_team,,,,,,,,,,,,
185,1908-02-29,Ireland,Scotland,16,11,1908 Home Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team,03969,Winter,,0.0,5.3,0.1,,,,,,
188,1908-03-21,Scotland,England,16,10,1908 Home Nations Championship,Inverleith,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
193,1909-02-06,Scotland,Wales,3,5,1909 Home Nations Championship,Inverleith,Edinburgh,Scotland,False,False,away_team,,,,,,,,,,,,
194,1909-02-13,Ireland,England,5,11,1909 Home Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Winter,,-0.3,4.4,0.0,,,,,,
195,1909-02-23,France,Wales,5,47,1909 Home Nations Championship,Stade Colombes,Paris,France,False,False,away_team,,,,,,,,,,,,
196,1909-02-27,Scotland,Ireland,9,3,1909 Home Nations Championship,Inverleith,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
198,1909-03-20,Ireland,France,19,8,Test Match,Lansdowne Road,Dublin,Ireland,False,False,home_team,03969,Spring,,1.2,10.0,0.0,,,,,,
199,1909-03-20,England,Scotland,8,18,1909 Home Nations Championship,Athletic Ground,Richmond,England,False,False,away_team,,,,,,,,,,,,
201,1910-01-15,England,Wales,11,6,1910 Five Nations Championship,Twickenham,London,England,False,False,home_team,,,,,,,,,,,,
202,1910-01-22,Scotland,France,27,0,1910 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
204,1910-02-11,England,Ireland,0,0,1910 Five Nations Championship,Twickenham,London,England,False,False,,,,,,,,,,,,,
205,1910-02-26,Ireland,Scotland,0,14,1910 Five Nations Championship,Balmoral Showgrounds,Belfast,Ireland,False,False,away_team,,,,,,,,,,,,
206,1910-03-03,France,England,3,11,1910 Five Nations Championship,Parc des Princes,Paris,France,False,False,away_team,,,,,,,,,,,,
207,1910-03-12,Ireland,Wales,3,19,1910 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Spring,,0.0,7.1,0.0,,,,,,
208,1910-03-19,Scotland,England,5,14,1910 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,away_team,,,,,,,,,,,,
209,1910-03-28,France,Ireland,3,8,1910 Five Nations Championship,Parc des Princes,Paris,France,False,False,away_team,,,,,,,,,,,,
210,1910-06-25,Australia,New Zealand,0,6,1910 New Zealand tour of Australia,Sydney Cricket Ground,Sydney,Australia,False,False,away_team,,,,,,,,,,,,
211,1910-06-27,Australia,New Zealand,11,0,1910 New Zealand tour of Australia,Sydney Cricket Ground,Sydney,Australia,False,False,home_team,,,,,,,,,,,,
212,1910-07-02,Australia,New Zealand,13,28,1910 New Zealand tour of Australia,Sydney Cricket Ground,Sydney,Australia,False,False,away_team,,,,,,,,,,,,
215,1911-01-28,England,France,37,0,1911 Five Nations Championship,Twickenham,London,England,False,False,home_team,,,,,,,,,,,,
216,1911-02-04,Scotland,Wales,10,32,1911 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,away_team,,,,,,,,,,,,
217,1911-02-11,Ireland,England,3,0,1911 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team,03969,Winter,,-0.1,8.0,0.0,,,,,,
218,1911-02-25,Scotland,Ireland,10,16,1911 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,away_team,,,,,,,,,,,,
219,1911-02-28,France,Wales,0,15,1911 Five Nations Championship,Parc des Princes,Paris,France,False,False,away_team,,,,,,,,,,,,
221,1911-03-18,England,Scotland,13,8,1911 Five Nations Championship,Twickenham Stadium,London,England,False,False,home_team,,,,,,,,,,,,
223,1912-01-01,France,Ireland,6,11,1912 Five Nations Championship,Parc des Princes,Paris,France,False,False,away_team,,,,,,,,,,,,
224,1912-01-20,England,Wales,8,0,1912 Five Nations Championship,Twickenham,London,England,False,False,home_team,,,,,,,,,,,,
225,1912-01-20,Scotland,France,31,3,1912 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
227,1912-02-10,England,Ireland,15,0,1912 Five Nations Championship,Twickenham,London,England,False,False,home_team,,,,,,,,,,,,
228,1912-02-24,Ireland,Scotland,10,8,1912 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team,03969,Winter,,-0.3,10.0,0.3,,,,,,
230,1912-03-16,Scotland,England,8,3,1912 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
232,1912-04-08,France,England,8,18,1912 Five Nations Championship,Parc des Princes,Paris,France,False,False,away_team,,,,,,,,,,,,
233,1912-11-23,Scotland,South Africa,0,16,1912-13 South Africa rugby union tour of Europe,Inverleith,Edinburgh,Scotland,False,False,away_team,,,,,,,,,,,,
234,1912-11-30,Ireland,South Africa,0,38,1912–13 South Africa rugby union tour of Europe,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Autumn,,-0.6,2.8,0.1,,,,,,
236,1913-01-01,France,Scotland,3,21,1913 Five Nations Championship,Parc des Princes,Paris,France,False,False,away_team,,,,,,,,,,,,
237,1913-01-04,England,South Africa,3,9,1912-13 South Africa rugby union tour of Europe,Twickenham,London,England,False,False,away_team,,,,,,,,,,,,
238,1913-01-11,France,South Africa,5,38,1912–13 South Africa rugby union tour of Europe,Parc Lescure,Bordeaux,France,False,False,away_team,07510,Winter,,3.9,13.7,0.0,,,,,,
240,1913-01-25,England,France,20,0,1913 Five Nations Championship,Twickenham,London,England,False,False,home_team,,,,,,,,,,,,
241,1913-02-01,Scotland,Wales,0,8,1913 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,away_team,,,,,,,,,,,,
242,1913-02-09,Ireland,England,4,15,1913 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Winter,,0.0,11.7,0.8,,,,,,
243,1913-02-22,Scotland,Ireland,29,14,1913 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
244,1913-02-27,France,Wales,8,11,1913 Five Nations Championship,Parc des Princes,Paris,France,False,False,away_team,,,,,,,,,,,,
246,1913-03-15,England,Scotland,3,0,1913 Five Nations Championship,Twickenham Stadium,London,England,False,False,home_team,,,,,,,,,,,,
248,1913-09-06,New Zealand,Australia,30,5,1913 Australia tour of New Zealand,Athletic Park,Wellington,New Zealand,False,False,home_team,,,,,,,,,,,,
250,1913-09-20,New Zealand,Australia,5,16,1913 Australia tour of New Zealand,Lancaster Park,Christchurch,New Zealand,False,False,away_team,,,,,,,,,,,,
251,1914-01-01,France,Ireland,6,8,1914 Five Nations Championship,Parc des Princes,Paris,France,False,False,away_team,,,,,,,,,,,,
252,1914-01-17,England,Wales,10,9,1914 Five Nations Championship,Twickenham,London,England,False,False,home_team,,,,,,,,,,,,
254,1914-02-14,England,Ireland,17,12,1914 Five Nations Championship,Twickenham,London,England,False,False,home_team,,,,,,,,,,,,
255,1914-02-28,Ireland,Scotland,6,0,1914 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team,03969,Winter,,6.7,12.2,4.8,,,,,,
258,1914-03-21,Scotland,England,15,16,1914 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,away_team,,,,,,,,,,,,
260,1914-07-18,Australia,New Zealand,0,5,1914 New Zealand tour of Australia,Sydney Sports Ground,Sydney,Australia,False,False,away_team,,,,,,,,,,,,
261,1914-08-01,Australia,New Zealand,0,17,1914 New Zealand tour of Australia,Brisbane Cricket Ground,Brisbane,Australia,False,False,away_team,,,,,,,,,,,,
262,1914-08-15,Australia,New Zealand,7,22,1914 New Zealand tour of Australia,Sydney Sports Ground,Sydney,Australia,False,False,away_team,,,,,,,,,,,,
263,1920-01-01,France,Scotland,0,5,1920 Five Nations Championship,Parc des Princes,Paris,France,False,False,away_team,,,,,,,,,,,,
265,1920-01-31,England,France,8,3,1920 Five Nations Championship,Twickenham,London,England,False,False,home_team,,,,,,,,,,,,
266,1920-02-07,Scotland,Wales,9,5,1920 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
267,1920-02-14,Ireland,England,11,14,1920 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Winter,,5.6,10.6,0.4,,,,,,
268,1920-02-17,France,Wales,5,6,1920 Five Nations Championship,Stade Colombes,Paris,France,False,False,away_team,,,,,,,,,,,,
269,1920-02-28,Scotland,Ireland,19,0,1920 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
271,1920-03-20,England,Scotland,13,4,1920 Five Nations Championship,Twickenham Stadium,London,England,False,False,home_team,,,,,,,,,,,,
272,1920-04-03,Ireland,France,7,15,1920 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Spring,,4.4,8.3,0.9,,,,,,
273,1921-01-15,England,Wales,18,3,1921 Five Nations Championship,Twickenham,London,England,False,False,home_team,,,,,,,,,,,,
274,1921-01-22,Scotland,France,0,3,1921 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,away_team,,,,,,,,,,,,
276,1921-02-12,England,Ireland,15,0,1921 Five Nations Championship,Twickenham,London,England,False,False,home_team,,,,,,,,,,,,
277,1921-02-26,Ireland,Scotland,9,8,1921 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team,03969,Winter,,-0.1,10.6,0.2,,,,,,
280,1921-03-19,Scotland,England,0,18,1921 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,away_team,,,,,,,,,,,,
282,1921-04-09,France,Ireland,20,10,1921 Five Nations Championship,Colombes,Paris,France,False,False,home_team,07149,Spring,,2.8,12.3,0.1,,,,,,
284,1921-08-27,New Zealand,South Africa,5,9,1921 South Africa tour,Eden Park,Auckland,New Zealand,False,False,away_team,,,,,,,,,,,,
285,1921-09-17,New Zealand,South Africa,0,0,1921 South Africa tour,Athletic Park,Wellington,New Zealand,False,False,,,,,,,,,,,,,
288,1922-02-04,Scotland,Wales,9,9,1922 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,,,,,,,,,,,,,
289,1922-02-11,Ireland,England,3,12,1922 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Winter,,-0.5,10.0,0.0,,,,,,
290,1922-02-25,England,France,11,11,1922 Five Nations Championship,Twickenham,London,England,False,False,,,,,,,,,,,,,
291,1922-02-25,Scotland,Ireland,6,3,1922 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
293,1922-03-18,England,Scotland,11,5,1922 Five Nations Championship,Twickenham Stadium,London,England,False,False,home_team,,,,,,,,,,,,
294,1922-03-23,France,Wales,3,11,1922 Five Nations Championship,Stade Colombes,Paris,France,False,False,away_team,07149,Spring,,-2.3,0.4,0.0,,,,,,
295,1922-04-08,Ireland,France,8,3,1922 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team,03969,Spring,,0.0,13.3,1.3,,,,,,
296,1923-01-20,Scotland,France,16,3,1923 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
297,1923-01-20,England,Wales,7,3,1923 Five Nations Championship,Twickenham,London,England,False,False,home_team,,,,,,,,,,,,
300,1923-02-24,Ireland,Scotland,3,13,1923 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,away_team,03969,Winter,,5.6,7.8,0.7,,,,,,
302,1923-03-10,Ireland,Wales,5,4,1923 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team,03969,Spring,,1.7,7.8,0.2,,,,,,
303,1923-03-17,Scotland,England,6,8,1923 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,away_team,,,,,,,,,,,,
305,1923-04-14,France,Ireland,14,8,1923 Five Nations Championship,Colombes,Paris,France,False,False,home_team,07149,Spring,,4.4,14.8,0.2,,,,,,
308,1924-01-26,Ireland,France,6,0,1924 Five Nations Championship,Lansdowne Road,Dublin,Ireland,False,False,home_team,03969,Winter,,6.7,11.7,2.6,,,,,,
309,1924-02-02,Scotland,Wales,35,10,1924 Five Nations Championship,Inverleith,Edinburgh,Scotland,False,False,home_team,,,,,,,,,,,,
